6.285479915698821696e-02 -2.056832321319688184e-01
4.436978648438028028e-02 -3.958991075460206455e-01
-1.417902989550001713e-01 2.413078294600817797e-01
1.419031099171530474e-02 2.622926936673963816e-01
4.469341489024811764e-01 1.937680963506813736e-01
1.255076134336357008e-01 -4.512655441896671338e-01
2.752656528435175609e-01 1.463029987864481463e-01
1.453554309427826929e-01 1.448685562210577649e-01
-8.990297997832874533e-02 4.390912508677392578e-01
4.821870610214492592e-01 2.680247299005200645e-02
-1.680449301240828364e-01 3.862555014055546465e-01
-3.232796616852881000e-01 8.664116804435462171e-04
3.604056461635267716e-01 -1.360180713286971432e-01
1.847621765548530526e-01 1.431436670418828605e-01
-3.603212159951333371e-01 1.401101219756485383e-01
1.328885115026953168e-01 -4.809340915926101356e-01
2.267109593125677947e-01 -9.814011353706220131e-02
-3.404684108139586218e-01 2.530203982339052082e-02
8.765820988269024117e-02 4.294305208408125685e-01
-4.072076104759189130e-01 9.196853595649645552e-02
2.360070638450481040e-01 -1.719267155361348109e-01
2.289399737211903485e-01 -2.956676195227080362e-01
-2.089654303748991193e-01 3.078554106655422284e-01
9.693624818296786572e-02 2.919687975618701081e-02
-1.726909613452214387e-01 2.208007079087130897e-01
-2.607403553106656391e-01 4.664820102006073110e-02
1.438345069076145677e-01 3.135495738776382657e-01
1.326895048176779390e-01 6.357487458798327662e-02
1.522567344506347009e-01 1.003127388948463761e-01
-2.238821668878339111e-01 5.180605283950034945e-02
4.571386811261212157e-01 -5.880532482991807086e-03
2.676881119095665396e-01 -1.070152828264631095e-01
1.687639834171894559e-02 2.705514133262174603e-01
2.506726876538195592e-01 9.692703551327497280e-02
6.660434706463580490e-02 -6.595654440753906389e-02
-4.711868003785765202e-01 -6.618077014593504170e-02
-2.279981991307744593e-01 -1.782479080749599376e-01
2.152567702658862991e-01 3.200836169251830565e-02
1.120022685735128087e-01 -2.293052609910974926e-01
-4.112707407608351406e-01 1.601385093446116015e-01
2.219244583455942665e-01 -2.275692102741532219e-01
-6.030139918966659351e-02 2.999667523954645532e-01
3.923035613306247171e-02 3.211089995756596371e-01
1.618142712265729921e-01 -1.935039105813995963e-02
9.872771670174995684e-02 4.852548044793326687e-01
4.207111994940394561e-01 -1.458579161887703091e-01
1.940789949948902304e-01 2.075339321071845156e-02
-3.007992332891528120e-01 -8.540020267930659159e-02
-8.363981843929624294e-02 -3.385887179044339002e-01
8.716970030517956491e-02 -3.018434788596402463e-02
3.414528938907653854e-01 1.917302463685723879e-01
3.005758195449945713e-01 2.032261463714823968e-03
4.312541918240812011e-01 1.572581418097313000e-01
1.829653483152036131e-01 2.866072162203480156e-01
2.249532174328703338e-01 -3.421948164991662766e-01
-3.055020373039449844e-01 1.263687956454954131e-01
1.679506389098288643e-01 -9.469581872886601026e-02
2.954416761649891754e-02 -3.984565139783068366e-01
2.513646108934484147e-01 -3.215917048128706934e-01
-1.097018610163718044e-01 -1.380655630520190025e-01
2.935980452655087003e-01 6.392400841085998930e-02
1.189790987717765924e-01 -3.993209066038261312e-01
-1.084467479974809967e-01 8.908018061995370829e-02
-1.845588503852599871e-01 -3.902099098973443869e-02
2.703191439306986688e-01 -2.099731860663849314e-01
2.507329329807779228e-01 -3.675626640725062622e-01
3.129337135125984659e-01 2.743530573098807990e-01
-1.903805754591442190e-01 -1.149575578392454389e-01
1.079221201445395018e-01 -8.437740294121065521e-02
-5.987639926982402105e-02 4.152247359058529597e-01
-2.697940292999622125e-01 -3.987814090287628011e-01
-8.975759909931901870e-02 -1.056854262676303335e-01
1.715860914613230870e-01 -1.649072838826278753e-01
2.631083445668126464e-01 2.476877887157767910e-01
1.142817974063429221e-01 -5.627622493508643853e-02
1.044789893841475692e-01 2.352874537258620169e-01
1.787580320787517385e-01 -1.398479897457046706e-01
4.309482750182213051e-01 -4.259705473967201339e-02
-1.968248962411490721e-01 -2.921120689778159418e-01
-3.454240165522890482e-01 1.827849699837958974e-01
2.598104098391041950e-01 3.866945970147697142e-01
-4.018021533159299441e-02 4.454825103808253139e-01
-2.050338479094779842e-01 3.152651605027514403e-01
4.375724292472205068e-02 3.757917518426299175e-01
1.382105993711211234e-01 -2.960786958279795211e-01
-1.854366475435487160e-01 -6.070932100360071360e-02
3.950526260120617028e-01 -2.290000890216815632e-01
-4.225144838419138127e-01 -1.606794718833116642e-01
-4.627285419090664265e-01 -1.487786921627931580e-02
-1.174682382007380399e-01 3.576590667155985503e-01
-3.861982628975949572e-01 -1.016121798530538189e-01
-3.210402802113632159e-02 -1.050261765228637234e-01
-1.271181950907269709e-01 -1.269620813576761709e-01
